BAIAP3,COL24A1,DHRS7,ETFDH,FRZB,HBG1,IBSP,POU4F1,PSAT1,RIOK2,TCEAL4,TCF21,TRPA1,VIL1,ZNRF2,label
5.188773249,0.020499333,5.892555513,3.893038424,4.303723899,-5.651926009,0.947986833,-4.066963508,1.678990869,4.808529887,6.231862794,-2.19249439,-1.122105062,-4.066963508,5.759055258,0
0.530655568,-2.732909143,5.026293697,4.232875141,0.168312702,-6.820371985,-1.147946643,-4.013017062,7.17654279,5.226410986,6.176631031,-6.820371985,-2.572444471,2.773952619,3.395161015,0
-1.410407586,-0.565613112,5.057794242,3.557039158,1.90510852,-6.905463115,-3.205023396,3.569256832,7.172937908,4.140978833,6.184814742,-4.58353502,-0.708541381,-6.905463115,3.52603449,0
3.233837707,0.120574369,5.3832604,3.107377067,8.900130673,-7.11783037,0.953631992,1.036987739,5.339293961,3.460542321,6.273547492,-5.53286787,-3.642745487,-2.869902857,3.800287481,0
2.540980206,0.155133394,6.002587015,5.198473682,3.2779458,-6.219906037,-2.313015442,-2.519466319,5.297271216,4.27694774,5.892859245,-6.219906037,-1.09062302,-6.219906037,5.152414918,0
-0.215964558,0.749647659,5.227483153,5.199536613,4.22500982,-6.283775342,1.491011717,-6.283775342,3.621611663,4.897998097,6.615392734,-6.283775342,-3.47642042,-6.283775342,5.678036066,0
1.395481872,-1.682991337,6.061438893,3.259992261,0.302509093,-2.867415908,0.180947113,0.273065315,2.612731687,3.811424273,6.163752686,-4.741885026,-3.519492605,-4.741885026,3.694132412,0
2.260944843,-0.243546592,5.195305515,3.562314084,1.298980643,-6.352071049,0.090872447,0.518293671,4.237580098,4.721401105,6.929714122,-4.030142954,-0.994519044,-6.352071049,4.364748413,1
0.277886082,0.000997667,6.894794144,4.37585412,4.293004399,-6.568857941,-3.39893294,-3.761503019,4.590382709,4.285231239,6.169867681,-3.761503019,-0.293478345,-4.246929846,4.591643806,1
-0.427197859,1.69619053,6.790646932,3.935508867,6.856675836,-6.734262022,3.41929001,-3.033822303,5.848585607,4.099418727,5.9702901,-3.9269071,-2.318773751,-6.734262022,3.888704923,0
-0.188078296,-0.538479648,4.958797121,3.459991264,0.6556929,-6.421122697,-1.063570692,-1.063570692,6.465145456,4.724172638,6.202072938,-4.099194602,-1.563141702,-2.720682979,5.369633053,0
1.913863672,0.680910605,5.532031662,3.625471618,6.308647129,-5.296369319,-1.326742968,-4.559403724,6.794955867,4.444535761,6.123064232,-3.180892101,0.519547617,-6.881331819,4.844460452,1
-1.010311754,-3.036993797,5.568609181,3.885045435,2.013217649,-6.943884393,-1.329174548,3.562919045,4.77593221,4.557455226,5.868092302,-4.621956298,-3.243444674,-2.085903397,4.162678548,0
0.119870339,4.023002282,5.37554794,3.660432203,1.74229685,-5.99241277,5.342419158,0.347437233,4.259069641,5.008291499,6.419892435,-5.99241277,-0.853270751,-5.99241277,3.313648919,0
0.401176899,1.784784347,8.011987264,3.977095429,3.48165745,-4.555065656,0.923906149,-4.069638829,0.65438771,4.728022697,6.145200651,-5.29203125,-1.313225472,-6.876993751,5.378919999,0
-1.643192995,0.691835712,5.987234992,3.526869086,1.857225359,-6.775769838,1.594917569,-5.190807337,4.112212295,4.406003601,5.633886275,-6.775769838,1.18724181,-5.190807337,4.571297819,0
-1.696098107,2.494942364,5.153247613,3.679871948,3.279111835,-6.341107991,1.485440496,2.262518354,5.865601158,4.522303968,6.57495806,-2.881676372,-1.048326242,-6.341107991,4.117298622,0
0.128023412,0.450864894,6.546629113,3.838827665,1.530788438,-0.994934859,0.450864894,2.390258129,6.559918586,4.238519532,6.6159627,-5.852915854,0.213173336,-4.267953353,4.479120694,0
0.180962932,1.374229821,5.257594237,4.144625638,3.796639308,-6.878435612,2.293991897,2.423060583,2.528832152,4.423632061,6.178371424,-5.293473111,-1.911267004,-4.556507517,3.950494216,0
-0.777169809,-1.06534042,5.713393824,2.987770916,0.587928094,-6.846700134,2.227441329,0.700194326,5.432620254,4.154004135,6.064504576,-6.846700134,0.262242435,-4.524772039,4.865396917,0
0.271679499,-0.547794054,5.620539798,3.536594229,-0.150034547,-6.525073978,2.093311524,3.566361408,6.486328012,3.855387087,5.299487052,-4.940111477,-1.025546954,-2.82463426,4.632904472,0
3.125253927,1.703849348,5.659518977,4.056776559,4.743289492,-3.27669829,-1.226072217,-1.039659092,4.895371984,4.259132504,6.084305515,-3.762125117,-1.818016318,-6.084053212,4.094611639,1
2.783468345,-2.52652396,6.807797912,3.528286776,-0.255670049,-7.050085916,-1.027718103,0.417519634,5.742907675,4.122966542,5.39518764,-7.050085916,-2.005691796,-7.050085916,5.750611799,1
2.342057721,1.338483963,6.569179347,5.421910664,4.230323762,-7.227570075,1.219513151,-0.960783534,6.308069818,4.288622403,6.492567281,-5.642607574,0.780858547,-4.90564198,5.847073166,0
-0.029145848,2.438263621,4.434757678,4.647186905,4.108435138,-2.663274405,3.267462932,-6.570165001,4.544228054,4.750071444,7.227192555,-3.762810079,-2.168261529,-2.663274405,4.971415659,0
1.483619552,0.906334465,6.765522434,4.054304988,3.725645492,-5.780166062,-0.922185067,0.369581058,4.295313088,4.391010736,7.005899319,-1.532238548,-3.458237967,-5.780166062,5.103240924,0
2.600443668,3.701076865,6.533806475,3.428134557,2.159344416,-3.60087653,-3.60087653,-2.752879623,3.726451553,3.847033219,6.928358788,-5.922804625,-2.743293575,-5.922804625,4.250872511,0
